State,District,Year,MURDER,RAPE,KIDNAPPING & ABDUCTION,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,Total Crimes against Women,LOCATION,Latitude,Longitude
KARNATAKA,BIJAPUR,2009,64.0,19.0,28.0,0.0,139.0,0.0,"BIJAPUR, Karnataka, India",16.8269911,75.7175387
KARNATAKA,CHAMARAJNAGAR,2009,23.0,8.0,8.0,6.0,44.0,0.0,"CHAMARAJNAGAR, Karnataka, India",11.806899371493463,76.69142876089062
KARNATAKA,CHITRADURGA,2009,43.0,26.0,24.0,10.0,83.0,0.0,"CHITRADURGA, Karnataka, India",14.3049174,76.52972341987515
KARNATAKA,DAKSHIN KANNADA,2009,61.0,14.0,15.0,1.0,69.0,0.0,"DAKSHIN KANNADA, Karnataka, India",12.8827367,75.0309089
KARNATAKA,DAVANAGERE,2009,27.0,16.0,17.0,12.0,112.0,0.0,"DAVANAGERE, Karnataka, India",14.2558835,75.83034209165376
KARNATAKA,DHARWAD RURAL,2009,20.0,4.0,12.0,3.0,31.0,0.0,"DHARWAD RURAL, Karnataka, India",15.47196065,74.98934985
KARNATAKA,GADAG,2009,21.0,4.0,9.0,0.0,34.0,0.0,"GADAG, Karnataka, India",15.41669195,75.6815801296564
KARNATAKA,GULBARGA,2009,145.0,32.0,49.0,8.0,170.0,0.0,"GULBARGA, Karnataka, India",17.3310003,76.8334228
KARNATAKA,HASSAN,2009,59.0,22.0,22.0,15.0,103.0,0.0,"HASSAN, Karnataka, India",13.03018525,76.17449676658171
KARNATAKA,HAVERI,2009,21.0,5.0,14.0,3.0,47.0,0.0,"HAVERI, Karnataka, India",14.71802675,75.36564232024529
KARNATAKA,KODAGU,2009,31.0,14.0,13.0,5.0,46.0,0.0,"KODAGU, Karnataka, India",12.3827332,75.66407145094288
KARNATAKA,KOLAR,2009,30.0,10.0,15.0,11.0,18.0,0.0,"KOLAR, Karnataka, India",13.18050655,78.26693288646007
KARNATAKA,KOPPAL,2009,22.0,14.0,13.0,5.0,57.0,0.0,"KOPPAL, Karnataka, India",15.57482375,76.3118493692591
KARNATAKA,MANDYA,2009,74.0,16.0,27.0,8.0,125.0,0.0,"MANDYA, Karnataka, India",12.6368939,76.72754771427819
KARNATAKA,MYSORE RURAL,2009,54.0,21.0,14.0,18.0,114.0,0.0,"MYSORE RURAL, Karnataka, India",12.3120575,76.6587557
KARNATAKA,RAICHUR,2009,49.0,21.0,18.0,9.0,141.0,0.0,"RAICHUR, Karnataka, India",16.054719400000003,76.90036472411589
KARNATAKA,RAILWAYS,2009,12.0,1.0,0.0,1.0,0.0,0.0,"RAILWAYS, Karnataka, India",15.3552989,75.14591205453912
KARNATAKA,RAMANAGAR,2009,66.0,12.0,21.0,11.0,62.0,0.0,"RAMANAGAR, Karnataka, India",12.69925235,77.24440803076789
KARNATAKA,SHIMOGA,2009,53.0,15.0,38.0,5.0,255.0,0.0,"SHIMOGA, Karnataka, India",14.05565025,75.23805528480658
KARNATAKA,TUMKUR,2009,83.0,19.0,23.0,13.0,79.0,0.0,"TUMKUR, Karnataka, India",13.3400771,77.1006208
KARNATAKA,UDUPI,2009,28.0,5.0,3.0,0.0,22.0,0.0,"UDUPI, Karnataka, India",13.5269784,74.87318787345797
KARNATAKA,TOTAL,2009,1702.0,509.0,892.0,264.0,3185.0,0.0,"TOTAL, Karnataka, India",13.01956585,77.55269829104734
KARNATAKA,BAGALKOT,2010,51.0,9.0,11.0,5.0,59.0,0.0,"BAGALKOT, Karnataka, India",16.1793224,75.6999315
KARNATAKA,BANGALORE RURAL,2010,100.0,16.0,30.0,8.0,55.0,0.0,"BANGALORE RURAL, Karnataka, India",13.0010872,77.3361225
KARNATAKA,BELGAUM,2010,124.0,42.0,62.0,10.0,273.0,0.0,"BELGAUM, Karnataka, India",15.8572666,74.5069343
KARNATAKA,BELLARY,2010,58.0,12.0,20.0,13.0,99.0,0.0,"BELLARY, Karnataka, India",15.1433952,76.9193876
KARNATAKA,BIDAR,2010,41.0,8.0,26.0,6.0,88.0,0.0,"BIDAR, Karnataka, India",18.02072965,77.24872035766641
KARNATAKA,BIJAPUR,2010,59.0,13.0,43.0,5.0,160.0,0.0,"BIJAPUR, Karnataka, India",16.8269911,75.7175387
KARNATAKA,CHAMARAJNAGAR,2010,31.0,12.0,6.0,3.0,52.0,0.0,"CHAMARAJNAGAR, Karnataka, India",11.806899371493463,76.69142876089062
KARNATAKA,CHITRADURGA,2010,40.0,26.0,39.0,7.0,99.0,0.0,"CHITRADURGA, Karnataka, India",14.3049174,76.52972341987515
KARNATAKA,DAKSHIN KANNADA,2010,43.0,16.0,16.0,1.0,62.0,0.0,"DAKSHIN KANNADA, Karnataka, India",12.8827367,75.0309089
KARNATAKA,DAVANAGERE,2010,29.0,16.0,20.0,9.0,120.0,0.0,"DAVANAGERE, Karnataka, India",14.2558835,75.83034209165376
KARNATAKA,DHARWAD RURAL,2010,28.0,8.0,14.0,0.0,23.0,0.0,"DHARWAD RURAL, Karnataka, India",15.47196065,74.98934985
KARNATAKA,GADAG,2010,27.0,6.0,8.0,1.0,53.0,0.0,"GADAG, Karnataka, India",15.41669195,75.6815801296564
KARNATAKA,GULBARGA,2010,89.0,34.0,75.0,6.0,152.0,0.0,"GULBARGA, Karnataka, India",17.3310003,76.8334228
KARNATAKA,HASSAN,2010,61.0,23.0,34.0,14.0,180.0,0.0,"HASSAN, Karnataka, India",13.03018525,76.17449676658171
KARNATAKA,HAVERI,2010,28.0,6.0,23.0,2.0,65.0,0.0,"HAVERI, Karnataka, India",14.71802675,75.36564232024529
KARNATAKA,KODAGU,2010,37.0,20.0,15.0,1.0,61.0,0.0,"KODAGU, Karnataka, India",12.3827332,75.66407145094288
KARNATAKA,KOLAR,2010,40.0,12.0,18.0,4.0,12.0,0.0,"KOLAR, Karnataka, India",13.18050655,78.26693288646007
KARNATAKA,KOPPAL,2010,28.0,10.0,21.0,2.0,46.0,0.0,"KOPPAL, Karnataka, India",15.57482375,76.3118493692591
KARNATAKA,MANDYA,2010,83.0,30.0,47.0,10.0,185.0,0.0,"MANDYA, Karnataka, India",12.6368939,76.72754771427819
KARNATAKA,MYSORE RURAL,2010,80.0,43.0,37.0,13.0,161.0,0.0,"MYSORE RURAL, Karnataka, India",12.3120575,76.6587557
KARNATAKA,RAICHUR,2010,49.0,31.0,38.0,3.0,195.0,0.0,"RAICHUR, Karnataka, India",16.054719400000003,76.90036472411589
KARNATAKA,RAILWAYS,2010,14.0,1.0,2.0,1.0,0.0,0.0,"RAILWAYS, Karnataka, India",15.3552989,75.14591205453912
KARNATAKA,RAMANAGAR,2010,89.0,14.0,38.0,22.0,76.0,0.0,"RAMANAGAR, Karnataka, India",12.69925235,77.24440803076789
KARNATAKA,SHIMOGA,2010,34.0,17.0,31.0,4.0,277.0,0.0,"SHIMOGA, Karnataka, India",14.05565025,75.23805528480658
KARNATAKA,TUMKUR,2010,88.0,25.0,29.0,14.0,78.0,0.0,"TUMKUR, Karnataka, India",13.3400771,77.1006208
KARNATAKA,UDUPI,2010,15.0,12.0,7.0,1.0,38.0,0.0,"UDUPI, Karnataka, India",13.5269784,74.87318787345797
KARNATAKA,YADGIRI,2010,23.0,5.0,20.0,3.0,47.0,0.0,"YADGIRI, Karnataka, India",16.7670964,77.1403984
KARNATAKA,TOTAL,2010,1805.0,586.0,1374.0,248.0,3441.0,0.0,"TOTAL, Karnataka, India",13.01956585,77.55269829104734
KARNATAKA,BAGALKOT,2011,37.0,15.0,15.0,0.0,58.0,0.0,"BAGALKOT, Karnataka, India",16.1793224,75.6999315
KARNATAKA,BANGALORE RURAL,2011,105.0,29.0,30.0,10.0,83.0,0.0,"BANGALORE RURAL, Karnataka, India",13.0010872,77.3361225
KARNATAKA,BELGAUM,2011,136.0,45.0,53.0,11.0,297.0,0.0,"BELGAUM, Karnataka, India",15.8572666,74.5069343
KARNATAKA,BELLARY,2011,58.0,6.0,21.0,15.0,103.0,0.0,"BELLARY, Karnataka, India",15.1433952,76.9193876
KARNATAKA,BIDAR,2011,51.0,14.0,13.0,7.0,77.0,0.0,"BIDAR, Karnataka, India",18.02072965,77.24872035766641
KARNATAKA,BIJAPUR,2011,66.0,7.0,43.0,8.0,116.0,0.0,"BIJAPUR, Karnataka, India",16.8269911,75.7175387
KARNATAKA,CHAMARAJNAGAR,2011,40.0,11.0,7.0,9.0,62.0,0.0,"CHAMARAJNAGAR, Karnataka, India",11.806899371493463,76.69142876089062
KARNATAKA,CHITRADURGA,2011,38.0,27.0,30.0,5.0,96.0,0.0,"CHITRADURGA, Karnataka, India",14.3049174,76.52972341987515
KARNATAKA,DAKSHIN KANNADA,2011,23.0,6.0,6.0,1.0,38.0,0.0,"DAKSHIN KANNADA, Karnataka, India",12.8827367,75.0309089
KARNATAKA,DAVANAGERE,2011,35.0,11.0,17.0,6.0,93.0,0.0,"DAVANAGERE, Karnataka, India",14.2558835,75.83034209165376
KARNATAKA,DHARWAD RURAL,2011,26.0,0.0,7.0,2.0,22.0,0.0,"DHARWAD RURAL, Karnataka, India",15.47196065,74.98934985
KARNATAKA,GADAG,2011,25.0,5.0,10.0,0.0,32.0,0.0,"GADAG, Karnataka, India",15.41669195,75.6815801296564
KARNATAKA,GULBARGA,2011,93.0,36.0,85.0,2.0,153.0,0.0,"GULBARGA, Karnataka, India",17.3310003,76.8334228
KARNATAKA,HASSAN,2011,56.0,27.0,27.0,32.0,264.0,0.0,"HASSAN, Karnataka, India",13.03018525,76.17449676658171
KARNATAKA,HAVERI,2011,23.0,13.0,22.0,0.0,74.0,0.0,"HAVERI, Karnataka, India",14.71802675,75.36564232024529
KARNATAKA,KODAGU,2011,33.0,16.0,11.0,5.0,57.0,0.0,"KODAGU, Karnataka, India",12.3827332,75.66407145094288
KARNATAKA,KOLAR,2011,37.0,17.0,18.0,3.0,23.0,0.0,"KOLAR, Karnataka, India",13.18050655,78.26693288646007
KARNATAKA,KOPPAL,2011,25.0,13.0,21.0,0.0,70.0,0.0,"KOPPAL, Karnataka, India",15.57482375,76.3118493692591
KARNATAKA,MANDYA,2011,71.0,31.0,34.0,12.0,230.0,0.0,"MANDYA, Karnataka, India",12.6368939,76.72754771427819
KARNATAKA,MANGALORE CITY,2011,22.0,16.0,8.0,0.0,43.0,0.0,"MANGALORE CITY, Karnataka, India",12.8698101,74.8430082
KARNATAKA,MYSORE RURAL,2011,68.0,19.0,47.0,7.0,158.0,0.0,"MYSORE RURAL, Karnataka, India",12.3120575,76.6587557
KARNATAKA,RAICHUR,2011,53.0,29.0,37.0,10.0,174.0,0.0,"RAICHUR, Karnataka, India",16.054719400000003,76.90036472411589
KARNATAKA,RAILWAYS,2011,15.0,0.0,1.0,0.0,0.0,0.0,"RAILWAYS, Karnataka, India",15.3552989,75.14591205453912
KARNATAKA,RAMANAGAR,2011,75.0,19.0,52.0,23.0,71.0,0.0,"RAMANAGAR, Karnataka, India",12.69925235,77.24440803076789
KARNATAKA,SHIMOGA,2011,54.0,23.0,25.0,6.0,278.0,0.0,"SHIMOGA, Karnataka, India",14.05565025,75.23805528480658
KARNATAKA,TUMKUR,2011,101.0,31.0,40.0,17.0,124.0,0.0,"TUMKUR, Karnataka, India",13.3400771,77.1006208
KARNATAKA,UDUPI,2011,22.0,5.0,9.0,1.0,42.0,0.0,"UDUPI, Karnataka, India",13.5269784,74.87318787345797
KARNATAKA,YADGIRI,2011,25.0,9.0,26.0,2.0,65.0,0.0,"YADGIRI, Karnataka, India",16.7670964,77.1403984
KARNATAKA,TOTAL,2011,1820.0,636.0,1395.0,267.0,3712.0,0.0,"TOTAL, Karnataka, India",13.01956585,77.55269829104734
KARNATAKA,BAGALKOT,2012,51.0,11.0,17.0,6.0,72.0,0.0,"BAGALKOT, Karnataka, India",16.1793224,75.6999315
KARNATAKA,BANGALORE RURAL,2012,93.0,31.0,53.0,10.0,96.0,0.0,"BANGALORE RURAL, Karnataka, India",13.0010872,77.3361225
KARNATAKA,BELGAUM,2012,142.0,37.0,54.0,5.0,307.0,0.0,"BELGAUM, Karnataka, India",15.8572666,74.5069343
KARNATAKA,BELLARY,2012,54.0,18.0,31.0,9.0,104.0,0.0,"BELLARY, Karnataka, India",15.1433952,76.9193876
KARNATAKA,BIDAR,2012,38.0,11.0,30.0,10.0,99.0,0.0,"BIDAR, Karnataka, India",18.02072965,77.24872035766641
KARNATAKA,BIJAPUR,2012,69.0,18.0,30.0,4.0,128.0,0.0,"BIJAPUR, Karnataka, India",16.8269911,75.7175387
KARNATAKA,CHAMARAJNAGAR,2012,18.0,9.0,10.0,2.0,62.0,0.0,"CHAMARAJNAGAR, Karnataka, India",11.806899371493463,76.69142876089062
KARNATAKA,CHITRADURGA,2012,43.0,26.0,34.0,6.0,75.0,0.0,"CHITRADURGA, Karnataka, India",14.3049174,76.52972341987515
KARNATAKA,DAKSHIN KANNADA,2012,23.0,12.0,10.0,2.0,42.0,0.0,"DAKSHIN KANNADA, Karnataka, India",12.8827367,75.0309089
KARNATAKA,DAVANAGERE,2012,42.0,17.0,23.0,8.0,119.0,0.0,"DAVANAGERE, Karnataka, India",14.2558835,75.83034209165376
KARNATAKA,DHARWAD RURAL,2012,27.0,5.0,13.0,0.0,24.0,0.0,"DHARWAD RURAL, Karnataka, India",15.47196065,74.98934985
KARNATAKA,GADAG,2012,24.0,6.0,12.0,2.0,47.0,0.0,"GADAG, Karnataka, India",15.41669195,75.6815801296564
KARNATAKA,GULBARGA,2012,82.0,29.0,53.0,10.0,151.0,0.0,"GULBARGA, Karnataka, India",17.3310003,76.8334228
KARNATAKA,HASSAN,2012,77.0,21.0,26.0,5.0,155.0,0.0,"HASSAN, Karnataka, India",13.03018525,76.17449676658171
KARNATAKA,HAVERI,2012,19.0,12.0,18.0,3.0,68.0,0.0,"HAVERI, Karnataka, India",14.71802675,75.36564232024529
KARNATAKA,KODAGU,2012,29.0,12.0,5.0,2.0,43.0,0.0,"KODAGU, Karnataka, India",12.3827332,75.66407145094288
KARNATAKA,KOLAR,2012,46.0,18.0,20.0,1.0,34.0,0.0,"KOLAR, Karnataka, India",13.18050655,78.26693288646007
KARNATAKA,KOPPAL,2012,24.0,7.0,27.0,0.0,87.0,0.0,"KOPPAL, Karnataka, India",15.57482375,76.3118493692591
KARNATAKA,MANDYA,2012,86.0,35.0,46.0,9.0,204.0,0.0,"MANDYA, Karnataka, India",12.6368939,76.72754771427819
KARNATAKA,MANGALORE CITY,2012,28.0,12.0,16.0,1.0,48.0,0.0,"MANGALORE CITY, Karnataka, India",12.8698101,74.8430082
KARNATAKA,MYSORE RURAL,2012,78.0,28.0,67.0,1.0,158.0,0.0,"MYSORE RURAL, Karnataka, India",12.3120575,76.6587557
KARNATAKA,RAICHUR,2012,42.0,19.0,34.0,1.0,190.0,0.0,"RAICHUR, Karnataka, India",16.054719400000003,76.90036472411589
KARNATAKA,RAILWAYS,2012,19.0,2.0,4.0,2.0,0.0,0.0,"RAILWAYS, Karnataka, India",15.3552989,75.14591205453912
KARNATAKA,RAMANAGAR,2012,77.0,16.0,60.0,17.0,73.0,0.0,"RAMANAGAR, Karnataka, India",12.69925235,77.24440803076789
KARNATAKA,SHIMOGA,2012,50.0,14.0,32.0,6.0,222.0,0.0,"SHIMOGA, Karnataka, India",14.05565025,75.23805528480658
KARNATAKA,TUMKUR,2012,91.0,33.0,38.0,18.0,132.0,0.0,"TUMKUR, Karnataka, India",13.3400771,77.1006208
KARNATAKA,UDUPI,2012,14.0,5.0,12.0,0.0,38.0,0.0,"UDUPI, Karnataka, India",13.5269784,74.87318787345797
KARNATAKA,YADGIRI,2012,26.0,9.0,22.0,0.0,63.0,0.0,"YADGIRI, Karnataka, India",16.7670964,77.1403984
KARNATAKA,TOTAL,2012,1860.0,621.0,1451.0,218.0,3684.0,0.0,"TOTAL, Karnataka, India",13.01956585,77.55269829104734
Karnataka,BAGALKOT,2013,52.0,30.0,18.0,3.0,46.0,0.0,"BAGALKOT, Karnataka, India",16.1793224,75.6999315
Karnataka,BANGALORE RURAL,2013,69.0,57.0,93.0,22.0,112.0,0.0,"BANGALORE RURAL, Karnataka, India",13.0010872,77.3361225
Karnataka,BELGAUM,2013,113.0,61.0,40.0,7.0,200.0,0.0,"BELGAUM, Karnataka, India",15.8572666,74.5069343
Karnataka,BELLARY,2013,57.0,36.0,58.0,5.0,58.0,0.0,"BELLARY, Karnataka, India",15.1433952,76.9193876
Karnataka,BIDAR,2013,40.0,18.0,34.0,7.0,112.0,0.0,"BIDAR, Karnataka, India",18.02072965,77.24872035766641
Karnataka,BIJAPUR,2013,66.0,28.0,37.0,2.0,92.0,0.0,"BIJAPUR, Karnataka, India",16.8269911,75.7175387
Karnataka,CHAMARAJNAGAR,2013,27.0,16.0,17.0,4.0,25.0,0.0,"CHAMARAJNAGAR, Karnataka, India",11.806899371493463,76.69142876089062
Karnataka,CHITRADURGA,2013,31.0,31.0,28.0,7.0,64.0,0.0,"CHITRADURGA, Karnataka, India",14.3049174,76.52972341987515
Karnataka,DAKSHIN KANNADA,2013,17.0,14.0,17.0,0.0,45.0,0.0,"DAKSHIN KANNADA, Karnataka, India",12.8827367,75.0309089
Karnataka,DAVANAGERE,2013,33.0,33.0,31.0,14.0,127.0,0.0,"DAVANAGERE, Karnataka, India",14.2558835,75.83034209165376
Karnataka,DHARWAD RURAL,2013,25.0,18.0,13.0,1.0,27.0,0.0,"DHARWAD RURAL, Karnataka, India",15.47196065,74.98934985
Karnataka,GADAG,2013,24.0,18.0,13.0,1.0,36.0,0.0,"GADAG, Karnataka, India",15.41669195,75.6815801296564
Karnataka,GULBARGA,2013,88.0,54.0,60.0,8.0,122.0,0.0,"GULBARGA, Karnataka, India",17.3310003,76.8334228
Karnataka,HASSAN,2013,57.0,61.0,57.0,12.0,157.0,0.0,"HASSAN, Karnataka, India",13.03018525,76.17449676658171
Karnataka,HAVERI,2013,16.0,18.0,14.0,1.0,55.0,0.0,"HAVERI, Karnataka, India",14.71802675,75.36564232024529
Karnataka,KODAGU,2013,30.0,26.0,23.0,2.0,41.0,0.0,"KODAGU, Karnataka, India",12.3827332,75.66407145094288
Karnataka,KOLAR,2013,45.0,20.0,10.0,3.0,25.0,0.0,"KOLAR, Karnataka, India",13.18050655,78.26693288646007
Karnataka,KOPPAL,2013,22.0,22.0,14.0,0.0,59.0,0.0,"KOPPAL, Karnataka, India",15.57482375,76.3118493692591
Karnataka,MANDYA,2013,50.0,31.0,74.0,19.0,160.0,0.0,"MANDYA, Karnataka, India",12.6368939,76.72754771427819
Karnataka,MANGALORE CITY,2013,25.0,20.0,12.0,1.0,65.0,0.0,"MANGALORE CITY, Karnataka, India",12.8698101,74.8430082
Karnataka,MYSORE RURAL,2013,66.0,26.0,55.0,14.0,64.0,0.0,"MYSORE RURAL, Karnataka, India",12.3120575,76.6587557
Karnataka,RAICHUR,2013,47.0,43.0,24.0,3.0,162.0,0.0,"RAICHUR, Karnataka, India",16.054719400000003,76.90036472411589
Karnataka,RAILWAYS,2013,18.0,1.0,3.0,2.0,0.0,0.0,"RAILWAYS, Karnataka, India",15.3552989,75.14591205453912
Karnataka,RAMANAGAR,2013,51.0,21.0,43.0,11.0,57.0,0.0,"RAMANAGAR, Karnataka, India",12.69925235,77.24440803076789
Karnataka,SHIMOGA,2013,44.0,43.0,67.0,5.0,300.0,0.0,"SHIMOGA, Karnataka, India",14.05565025,75.23805528480658
Karnataka,TUMKUR,2013,58.0,37.0,41.0,14.0,87.0,0.0,"TUMKUR, Karnataka, India",13.3400771,77.1006208
Karnataka,UDUPI,2013,20.0,22.0,23.0,2.0,78.0,0.0,"UDUPI, Karnataka, India",13.5269784,74.87318787345797
Karnataka,YADGIRI,2013,33.0,16.0,29.0,3.0,61.0,0.0,"YADGIRI, Karnataka, India",16.7670964,77.1403984
KARNATAKA,VIJAYAPURA,2023,,,,,,,"VIJAYAPURA, Karnataka, India",,
KARNATAKA,CHIKKABALLAPURA,2023,,,,,,,"CHIKKABALLAPURA, Karnataka, India",,
KARNATAKA,KALABURGI,2023,,,,,,,"KALABURGI, Karnataka, India",,
KARNATAKA,BALLARI,2023,,,,,,,"BALLARI, Karnataka, India",,
KARNATAKA,KRAILWAYS,2023,,,,,,,"KRAILWAYS, Karnataka, India",,
KARNATAKA,MANGALURU CITY,2023,,,,,,,"MANGALURU CITY, Karnataka, India",,
KARNATAKA,CHIKKAMAGALURU FP O O,2023,,,,,,,"CHIKKAMAGALURU FP O O, Karnataka, India",,
KARNATAKA,KODAGU 0ORFEOANCNEOEOOO0O0O0OE0EO°0O N DN,2023,,,,,,,"KODAGU 0ORFEOANCNEOEOOO0O0O0OE0EO°0O N DN, Karnataka, India",,
KARNATAKA,BELAGAVI CITY,2023,,,,,,,"BELAGAVI CITY, Karnataka, India",,
KARNATAKA,RAMANAGARA,2023,,,,,,,"RAMANAGARA, Karnataka, India",,
KARNATAKA,MYSURU DISTRICT OWN DWN WOWUN,2023,,,,,,,"MYSURU DISTRICT OWN DWN WOWUN, Karnataka, India",,
KARNATAKA,KALABURGI CITY NN NN,2023,,,,,,,"KALABURGI CITY NN NN, Karnataka, India",,
KARNATAKA,RAMANAGARA WO,2023,,,,,,,"RAMANAGARA WO, Karnataka, India",,
KARNATAKA,TUMAKURU OOO0ONCOOO NO,2023,,,,,,,"TUMAKURU OOO0ONCOOO NO, Karnataka, India",,
KARNATAKA,KALABURGI CITY,2023,,,,,,,"KALABURGI CITY, Karnataka, India",,
KARNATAKA,CHITRADURGA I=) OO WOON =) CO ODWNN J=) OO,2023,,,,,,,"CHITRADURGA I=) OO WOON =) CO ODWNN J=) OO, Karnataka, India",,
KARNATAKA,BENGALURU DISTRICT,2023,,,,,,,"BENGALURU DISTRICT, Karnataka, India",,
KARNATAKA,BENGALURU CITY,2023,,,,,,,"BENGALURU CITY, Karnataka, India",,
KARNATAKA,MYSURU CITY,2023,,,,,,,"MYSURU CITY, Karnataka, India",,
KARNATAKA,UTTARA KANNADA DWDWUO,2023,,,,,,,"UTTARA KANNADA DWDWUO, Karnataka, India",,
KARNATAKA,GADAG OP OP,2023,,,,,,,"GADAG OP OP, Karnataka, India",,
KARNATAKA,BELAGAVI DISTRICT,2023,,,,,,,"BELAGAVI DISTRICT, Karnataka, India",,
KARNATAKA,UDUPI OWWUN,2023,,,,,,,"UDUPI OWWUN, Karnataka, India",,
KARNATAKA,DAKSHINA KANNADA,2023,,,,,,,"DAKSHINA KANNADA, Karnataka, India",,
KARNATAKA,DHARWAD PWWWNN RP,2023,,,,,,,"DHARWAD PWWWNN RP, Karnataka, India",,
KARNATAKA,MYSURU DISTRICT,2023,,,,,,,"MYSURU DISTRICT, Karnataka, India",,
KARNATAKA,CHAMARAJNAGAR OO OO WN UN,2023,,,,,,,"CHAMARAJNAGAR OO OO WN UN, Karnataka, India",,
KARNATAKA,KGF,2023,,,,,,,"KGF, Karnataka, India",,
KARNATAKA,BIDAR YO OHO,2023,,,,,,,"BIDAR YO OHO, Karnataka, India",,
KARNATAKA,TUMAKURU,2023,,,,,,,"TUMAKURU, Karnataka, India",,
KARNATAKA,NN,2023,,,,,,,"NN, Karnataka, India",,
KARNATAKA,VIJAYANAGARA,2023,,,,,,,"VIJAYANAGARA, Karnataka, India",,
KARNATAKA,HASSAN NN NN PWO PWO,2023,,,,,,,"HASSAN NN NN PWO PWO, Karnataka, India",,
KARNATAKA,KGF OO AOO07ONJCOOOOOEREOCE0OCOEO0QOEOOOOO0O;O OO PFPUMWOOOEOONNONWNNNM ON FPFPMOOONODOADWN ON N WAOWAWNON N,2023,,,,,,,"KGF OO AOO07ONJCOOOOOEREOCE0OCOEO0QOEOOOOO0O;O OO PFPUMWOOOEOONNONWNNNM ON FPFPMOOONODOADWN ON N WAOWAWNON N, Karnataka, India",,
KARNATAKA,KOLAR WWN WWN ON ON,2023,,,,,,,"KOLAR WWN WWN ON ON, Karnataka, India",,
KARNATAKA,UTTARA KANNADA,2023,,,,,,,"UTTARA KANNADA, Karnataka, India",,
KARNATAKA,BAGALKOT OORNRO9COOOOOO°0°OO0O0OOW OO OORRPROO;OCOEO°O0O0O0O0O0O0O0OLOMLOLMLUCUOWUWLDDCUCOO,2023,,,,,,,"BAGALKOT OORNRO9COOOOOO°0°OO0O0OOW OO OORRPROO;OCOEO°O0O0O0O0O0O0O0OLOMLOLMLUCUOWUWLDDCUCOO, Karnataka, India",,
KARNATAKA,CHIKKAMAGALURU,2023,,,,,,,"CHIKKAMAGALURU, Karnataka, India",,
KARNATAKA,ON I WON,2023,,,,,,,"ON I WON, Karnataka, India",,
KARNATAKA,MYSURU CITY NY NY UM,2023,,,,,,,"MYSURU CITY NY NY UM, Karnataka, India",,
KARNATAKA,BALLARI WYN WON PAWN OD DD,2023,,,,,,,"BALLARI WYN WON PAWN OD DD, Karnataka, India",,
KARNATAKA,BENGALURU CITY OME) OO A) NW A) ANU NO W | WW | WW WP,2023,,,,,,,"BENGALURU CITY OME) OO A) NW A) ANU NO W | WW | WW WP, Karnataka, India",,
